Month (Real),Sub Sector,Category,Corp Item GTIN,Shipment MSU Internal,Shipment GIV Value Internal,Shipment NIV Value Internal,Shipment Consumer Unit Internal
2023M04,HOME,ADW,08006540763162,0.82460,22059.90,21331.92,3865
2023M04,HOME,ADW,08006540763353,1.67820,40957.80,39606.15,3596
2023M04,HOME,ADW,08006540763483,0.73280,21654.72,20940.15,2290
2023M04,HOME,ADW,08006540764794,0.55370,22308.00,21571.86,3955
2023M04,HOME,ADW,08006540767689,0.78540,25399.41,24561.17,2223
2023M04,HOME,ADW,08006540767771,0.41800,16780.44,16226.73,1650
2023M05,HOME,ADW,08001090039040,6.29920,119842.28,115887.52,15748
2023M05,HOME,ADW,08001090570116,0.07000,1646.40,1591.97,280
2023M05,HOME,ADW,08001090570123,0.10200,2399.04,2319.75,408
2023M05,HOME,ADW,08001090570154,0.04200,987.84,955.18,168
2023M05,HOME,ADW,08001841310466,0.10730,2679.60,2591.19,660
2023M05,HOME,ADW,08006540752128,1.52450,36333.44,35134.44,6352
2023M05,HOME,ADW,08006540752333,0.50050,17892.16,17301.63,1564
2023M05,HOME,ADW,08006540752500,0.20490,8235.44,7963.67,904
2023M05,HOME,ADW,08006540763162,0.73710,20004.45,19344.18,3455
2023M05,HOME,ADW,08006540763353,0.75410,18697.12,18080.13,1616
2023M05,HOME,ADW,08006540763483,0.56480,15461.40,14951.25,1765
2023M05,HOME,ADW,08006540764794,0.25830,10553.40,10205.19,1845
2023M05,HOME,ADW,08006540767689,2.67400,86577.92,83720.81,7568
2023M05,HOME,ADW,08006540767771,0.72430,26045.60,25186.11,2859
2023M06,HOME,ADW,08001090039040,3.76480,72295.00,69909.29,9412
2023M06,HOME,ADW,08001090570116,0.06400,1505.28,1455.54,256
2023M06,HOME,ADW,08001090570123,0.10000,2352.00,2274.23,400
2023M06,HOME,ADW,08001090570154,0.05000,1176.00,1137.10,200
2023M06,HOME,ADW,08001841310466,0.09950,2484.72,2402.74,612
2023M06,HOME,ADW,08006540752128,0.35230,8396.96,8119.85,1468
2023M06,HOME,ADW,08006540752333,1.53470,50885.12,49205.88,4796
2023M06,HOME,ADW,08006540752500,0.32100,13118.40,12685.52,1416
2023M06,HOME,ADW,08006540763162,0.84700,23188.95,22423.67,3970
2023M06,HOME,ADW,08006540763353,2.02350,50352.64,48690.92,4336
2023M06,HOME,ADW,08006540763483,0.37410,10345.56,10004.26,1169
2023M06,HOME,ADW,08006540764794,0.29050,12155.00,11753.88,2075
2023M06,HOME,ADW,08006540767689,2.88880,94128.32,91022.12,8176
2023M06,HOME,ADW,08006540767771,0.73790,26537.63,25661.93,2913
2023M07,HOME,ADW,08001090039040,6.58240,125230.16,121097.60,16456
2023M07,HOME,ADW,08001090570116,0.14200,3339.84,3229.52,568
2023M07,HOME,ADW,08001090570123,0.15800,3716.16,3593.41,632
2023M07,HOME,ADW,08001090570154,0.11600,2728.32,2638.13,464
2023M07,HOME,ADW,08001841310466,0.11510,2874.48,2779.63,708
2023M07,HOME,ADW,08006540752128,0.11230,2676.96,2588.63,468
2023M07,HOME,ADW,08006540752333,2.19010,82276.48,79561.32,6844
2023M07,HOME,ADW,08006540752500,0.81880,32941.76,31854.63,3612
2023M07,HOME,ADW,08006540763162,0.90880,24462.75,23655.49,4260
2023M07,HOME,ADW,08006540763353,0.92590,23417.68,22644.89,1984
2023M07,HOME,ADW,08006540763483,0.46080,12649.44,12232.09,1440
2023M07,HOME,ADW,08006540764794,0.43890,17875.00,17285.16,3135
2023M07,HOME,ADW,08006540767689,1.56030,50519.04,48851.93,4416
2023M07,HOME,ADW,08006540767771,0.71490,25562.82,24719.27,2822
2023M08,HOME,ADW,08001090039040,6.93440,131409.48,127072.98,17336
2023M08,HOME,ADW,08001090570116,1.71400,40313.28,38982.94,6856
2023M08,HOME,ADW,08001090570123,0.27600,6444.48,6231.82,1104
2023M08,HOME,ADW,08001090570154,0.14200,3292.80,3184.05,568
2023M08,HOME,ADW,08001841310466,0.13460,3264.24,3156.57,828
2023M08,HOME,ADW,08006540752098,4.38530,88163.26,85253.89,54816
2023M08,HOME,ADW,08006540752128,0.09410,2082.08,2013.34,392
2023M08,HOME,ADW,08006540752333,1.76100,62893.87,60816.51,5503
2023M08,HOME,ADW,08006540752500,0.45880,18062.75,17466.62,2024
2023M08,HOME,ADW,08006540763162,1.07630,29210.55,28246.58,5045
2023M08,HOME,ADW,08006540763353,2.58540,64097.80,61982.54,5540
2023M08,HOME,ADW,08006540763483,0.81890,21479.52,20770.70,2559
2023M08,HOME,ADW,08006540764794,0.48020,19419.40,18778.57,3430
2023M08,HOME,ADW,08006540767689,2.30540,74983.90,72509.45,6525
2023M08,HOME,ADW,08006540767771,0.82630,28927.95,27973.36,3262
2023M09,HOME,ADW,08001090039040,7.26720,138775.96,134196.38,18168
2023M09,HOME,ADW,08001090570116,0.13400,3104.64,3002.09,536
2023M09,HOME,ADW,08001090570123,0.71400,16746.24,16193.61,2856
2023M09,HOME,ADW,08001090570154,0.01600,423.36,409.38,64
2023M09,HOME,ADW,08001841310466,0.20480,5115.60,4946.80,1260
2023M09,HOME,ADW,08006540752098,-0.50860,57.12,55.23,-6358
2023M09,HOME,ADW,08006540752128,0.12670,2928.64,2831.99,528
2023M09,HOME,ADW,08006540752333,2.97730,97038.57,93836.24,9304
2023M09,HOME,ADW,08006540752500,1.30200,46160.90,44637.59,5744
2023M09,HOME,ADW,08006540763162,1.02510,27820.95,26902.83,4805
2023M09,HOME,ADW,08006540763353,1.99600,47498.94,45931.47,4277
2023M09,HOME,ADW,08006540763483,1.78850,46466.10,44932.79,5589
2023M09,HOME,ADW,08006540764794,0.55440,22594.00,21848.40,3960
2023M09,HOME,ADW,08006540767689,2.08460,67496.00,65268.65,5900
2023M09,HOME,ADW,08006540767771,0.74730,27776.56,26859.93,2950
2023M10,HOME,ADW,08001090039040,5.61760,106839.35,103312.48,14044
2023M10,HOME,ADW,08001090570116,0.44600,10536.96,10189.18,1784
2023M10,HOME,ADW,08001090570123,0.37600,8937.60,8642.67,1504
2023M10,HOME,ADW,08001841310466,0.10530,2728.32,2638.27,648
2023M10,HOME,ADW,08006540752128,-0.01060,0.00,0.00,-44
2023M10,HOME,ADW,08006540752333,2.09280,80754.34,78089.45,6540
2023M10,HOME,ADW,08006540752500,0.44250,20248.51,19580.28,1952
2023M10,HOME,ADW,08006540763162,1.13920,31237.05,30206.23,5340
2023M10,HOME,ADW,08006540763353,1.15040,35324.67,34158.90,2465
2023M10,HOME,ADW,08006540763483,0.55070,20922.35,20231.92,1721
2023M10,HOME,ADW,08006540764794,0.54670,22679.80,21931.42,3905
2023M10,HOME,ADW,08006540767689,0.87060,28188.16,27257.92,2464
2023M10,HOME,ADW,08006540767771,0.76610,27548.80,26639.73,3024
2023M11,HOME,ADW,08001090039040,8.75840,166628.56,161129.84,21896
2023M11,HOME,ADW,08001090570116,0.55000,12936.00,12509.15,2200
2023M11,HOME,ADW,08001090570123,0.50600,11901.12,11508.34,2024
2023M11,HOME,ADW,08001841310466,0.12680,3166.80,3062.34,780
2023M11,HOME,ADW,08006540752128,0.61060,14551.68,14071.44,2544
2023M11,HOME,ADW,08006540752333,2.39360,85249.24,82435.98,7480
2023M11,HOME,ADW,08006540752500,0.65010,25776.41,24925.74,2868
2023M11,HOME,ADW,08006540763162,1.32060,35840.10,34657.36,6190
2023M11,HOME,ADW,08006540763353,2.38000,59455.25,57493.20,5100
2023M11,HOME,ADW,08006540763483,1.53150,42150.06,40759.15,4786
2023M11,HOME,ADW,08006540764794,0.32690,13356.20,12915.45,2335
2023M11,HOME,ADW,08006540767689,1.61400,52257.92,50533.39,4568
2023M11,HOME,ADW,08006540767771,0.65410,22793.37,22041.19,2582
2023M12,HOME,ADW,08001090039040,3.66880,68490.00,66229.84,9172
2023M12,HOME,ADW,08001090570116,0.29800,6914.88,6686.61,1192
2023M12,HOME,ADW,08001090570123,0.47200,10772.16,10416.67,1888
2023M12,HOME,ADW,08001841310466,0.13460,3215.52,3109.43,828
2023M12,HOME,ADW,08006540752128,0.85060,20042.88,19381.43,3544
2023M12,HOME,ADW,08006540752333,2.59040,87149.06,84273.15,8095
2023M12,HOME,ADW,08006540752500,0.84320,30244.03,29245.97,3720
2023M12,HOME,ADW,08006540763162,0.98560,26228.70,25363.10,4620
2023M12,HOME,ADW,08006540763353,1.19140,27486.18,26579.13,2553
2023M12,HOME,ADW,08006540763483,0.75650,17459.52,16883.36,2364
2023M12,HOME,ADW,08006540764794,0.02240,629.20,608.45,160
2023M12,HOME,ADW,08006540767689,1.90690,58506.07,56575.34,5397
2023M12,HOME,ADW,08006540767771,0.82460,29311.53,28344.27,3255
2023M01,HOME,AIR CARE,04015600435318,0.12600,3414.60,3301.85,1260
2023M01,HOME,AIR CARE,04015600435509,0.18720,5073.12,4905.63,1872
2023M01,HOME,AIR CARE,04015600435653,0.46350,12560.85,12146.23,4635
2023M01,HOME,AIR CARE,04015600450311,0.55710,20055.60,19393.70,5571
2023M01,HOME,AIR CARE,04015600450601,0.18270,6577.20,6360.23,1827
2023M01,HOME,AIR CARE,04015600514969,0.17830,2853.66,2759.36,1194
2023M01,HOME,AIR CARE,04084500939189,0.30690,11048.40,10683.86,3069
2023M01,HOME,AIR CARE,04084500939219,0.30960,11145.60,10777.86,3096
2023M01,HOME,AIR CARE,05410076326389,0.08550,2317.05,2240.60,855
2023M01,HOME,AIR CARE,05410076711680,0.07340,890.52,861.07,492
2023M01,HOME,AIR CARE,05413149006690,0.06600,2280.96,2205.70,1056
2023M01,HOME,AIR CARE,08001090490605,0.47500,6840.00,6614.26,1900
2023M01,HOME,AIR CARE,08001090490650,0.90600,13046.40,12615.79,3624
2023M01,HOME,AIR CARE,08001090761989,0.24840,8942.40,8647.32,2484
2023M01,HOME,AIR CARE,08006540194065,0.13750,4596.48,4444.89,2016
2023M01,HOME,AIR CARE,08006540194102,0.24000,8025.60,7760.89,3520
2023M01,HOME,AIR CARE,08006540194140,0.25640,8572.80,8290.02,3760
2023M01,HOME,AIR CARE,08006540285411,0.43200,11707.20,11320.85,4320
2023M01,HOME,AIR CARE,08006540577073,0.16920,5490.54,5309.50,846
2023M01,HOME,AIR CARE,08006540577103,0.53520,17367.24,16794.17,2676
2023M02,HOME,AIR CARE,04015600435318,0.13680,3707.28,3584.91,1368
2023M02,HOME,AIR CARE,04015600435509,0.27360,7414.56,7169.83,2736
2023M02,HOME,AIR CARE,04015600435653,0.39870,10804.77,10448.16,3987
2023M02,HOME,AIR CARE,04015600450311,0.37890,12830.40,12406.96,3789
2023M02,HOME,AIR CARE,04015600450601,0.13230,4762.80,4605.67,1323
2023M02,HOME,AIR CARE,04015600514969,0.18370,2939.70,2842.61,1230
2023M02,HOME,AIR CARE,04084500939189,0.18810,6771.60,6548.15,1881
2023M02,HOME,AIR CARE,04084500939219,0.18810,6771.60,6548.18,1881
2023M02,HOME,AIR CARE,05410076326389,0.00540,146.34,141.52,54
2023M02,HOME,AIR CARE,05410076711680,0.13790,1672.44,1617.22,924
2023M02,HOME,AIR CARE,05413149006690,0.05700,1969.92,1904.92,912
2023M02,HOME,AIR CARE,08001090490605,0.38700,5572.80,5388.87,1548
2023M02,HOME,AIR CARE,08001090490650,0.64400,9273.60,8967.48,2576
2023M02,HOME,AIR CARE,08001090761989,0.23220,8359.20,8083.41,2322
2023M02,HOME,AIR CARE,08001841873091,0.00000,0.00,-25.40,0
2023M02,HOME,AIR CARE,08006540194065,0.01910,638.40,617.40,280
2023M02,HOME,AIR CARE,08006540194102,0.16640,5563.20,5379.80,2440
2023M02,HOME,AIR CARE,08006540194140,0.26510,8864.64,8572.17,3888
2023M02,HOME,AIR CARE,08006540285411,0.31500,8536.50,8254.76,3150
2023M02,HOME,AIR CARE,08006540577073,0.30720,9968.64,9639.80,1536
2023M02,HOME,AIR CARE,08006540577103,0.64200,20832.90,20145.48,3210
2023M02,HOME,AIR CARE,08006540577134,0.00000,0.00,-72.52,0
2023M02,HOME,AIR CARE,08006540719817,-0.00500,-119.80,-115.84,-20
2023M02,HOME,AIR CARE,08006540719831,-0.00400,-95.84,-92.67,-16
2023M02,HOME,AIR CARE,08006540946534,0.10800,3611.52,3492.42,1584
2023M03,HOME,AIR CARE,04015600435318,0.23940,6487.74,6273.57,2394
2023M03,HOME,AIR CARE,04015600435509,0.22590,6121.89,5919.85,2259
2023M03,HOME,AIR CARE,04015600435653,0.44460,12048.66,11650.98,4446
2023M03,HOME,AIR CARE,04015600450311,0.33660,12927.60,12500.99,3366
2023M03,HOME,AIR CARE,04015600450601,0.15390,5540.40,5357.66,1539
2023M03,HOME,AIR CARE,04015600514969,0.10930,1749.48,1691.69,732
2023M03,HOME,AIR CARE,04084500939189,0.22680,8164.80,7895.42,2268
2023M03,HOME,AIR CARE,04084500939219,0.16200,5832.00,5639.56,1620
2023M03,HOME,AIR CARE,05410076711680,0.15940,1933.08,1869.23,1068
2023M03,HOME,AIR CARE,05413149006690,0.06550,2263.68,2189.00,1048
2023M03,HOME,AIR CARE,08001090490605,0.56900,8193.60,7923.20,2276
2023M03,HOME,AIR CARE,08001090490650,0.46300,6667.20,6447.13,1852
2023M03,HOME,AIR CARE,08001090761989,0.18360,6609.60,6391.54,1836
2023M03,HOME,AIR CARE,08006540194065,0.35400,11837.76,11447.30,5192
2023M03,HOME,AIR CARE,08006540194102,0.43150,14427.84,13951.83,6328
2023M03,HOME,AIR CARE,08006540194140,0.57060,19079.04,18449.48,8368
2023M03,HOME,AIR CARE,08006540285411,0.25830,6999.93,6768.86,2583
2023M03,HOME,AIR CARE,08006540577073,0.29160,9462.42,9150.25,1458
2023M03,HOME,AIR CARE,08006540577103,0.66960,21728.52,21011.45,3348
2023M03,HOME,AIR CARE,08006540946534,0.32790,10962.24,10600.56,4808
2023M04,HOME,AIR CARE,04015600435318,0.15840,4292.64,4150.94,1584
2023M04,HOME,AIR CARE,04015600435509,0.10890,2878.02,2783.05,1089
2023M04,HOME,AIR CARE,04015600435653,0.19440,5268.24,5094.37,1944
2023M04,HOME,AIR CARE,04015600450311,0.18360,6609.60,6391.56,1836
2023M04,HOME,AIR CARE,04015600450601,0.05310,1846.80,1785.99,531
2023M04,HOME,AIR CARE,04015600514969,0.16760,2681.58,2593.02,1122
2023M04,HOME,AIR CARE,04084500939189,0.03150,1134.00,1096.67,315
2023M04,HOME,AIR CARE,04084500939219,0.07560,2721.60,2631.86,756
2023M04,HOME,AIR CARE,05410076711680,0.03670,445.26,430.53,246
2023M04,HOME,AIR CARE,05413149006690,0.05050,1745.28,1687.69,808
2023M04,HOME,AIR CARE,08001090490605,0.33600,4838.40,4678.65,1344
2023M04,HOME,AIR CARE,08001090490650,0.28600,4118.40,3982.46,1144
2023M04,HOME,AIR CARE,08001090761989,0.09990,3564.00,3446.48,999
2023M04,HOME,AIR CARE,08006540194065,0.07200,2371.20,2293.09,1056
2023M04,HOME,AIR CARE,08006540194102,0.11180,3739.20,3615.93,1640
2023M04,HOME,AIR CARE,08006540194140,0.21600,7022.40,6790.83,3168
2023M04,HOME,AIR CARE,08006540285411,0.13500,3658.50,3537.79,1350
2023M04,HOME,AIR CARE,08006540577073,0.12840,4088.70,3953.86,642
2023M04,HOME,AIR CARE,08006540577103,0.47520,15420.24,14911.39,2376
2023M04,HOME,AIR CARE,08006540946534,0.05730,1915.20,1852.12,840
2023M05,HOME,AIR CARE,04015600435318,0.18720,5073.12,4905.56,1872
2023M05,HOME,AIR CARE,04015600435509,0.10440,2829.24,2735.81,1044
2023M05,HOME,AIR CARE,04015600435653,0.23040,6243.84,6037.72,2304
2023M05,HOME,AIR CARE,04015600450311,0.29520,10627.20,10276.52,2952
2023M05,HOME,AIR CARE,04015600450601,0.10890,3920.40,3791.11,1089
2023M05,HOME,AIR CARE,04015600514969,0.16310,2609.88,2523.56,1092
2023M05,HOME,AIR CARE,04084500939189,0.07830,2818.80,2725.93,783
2023M05,HOME,AIR CARE,04084500939219,0.15300,5508.00,5326.27,1530
2023M05,HOME,AIR CARE,05410076711680,0.04930,597.30,577.51,330
2023M05,HOME,AIR CARE,05413149006690,0.06150,2125.44,2055.32,984
2023M05,HOME,AIR CARE,08001090490605,0.33300,4795.20,4636.90,1332
2023M05,HOME,AIR CARE,08001090490650,0.35700,5140.80,4971.14,1428
2023M05,HOME,AIR CARE,08001090761989,0.15840,5702.40,5514.38,1584
2023M05,HOME,AIR CARE,08006540194065,0.18110,6055.68,5855.95,2656
2023M05,HOME,AIR CARE,08006540194102,0.16690,5581.44,5397.40,2448
2023M05,HOME,AIR CARE,08006540194140,0.15820,5289.60,5115.22,2320
2023M05,HOME,AIR CARE,08006540285411,0.19440,5268.24,5094.33,1944
2023M05,HOME,AIR CARE,08006540577073,0.19080,6191.46,5987.28,954
2023M05,HOME,AIR CARE,08006540577103,0.46200,14991.90,14497.16,2310
2023M05,HOME,AIR CARE,08006540946534,0.05020,1678.08,1622.85,736
2023M06,HOME,AIR CARE,04015600435318,0.21150,5707.26,5518.81,2115
2023M06,HOME,AIR CARE,04015600435509,0.20700,5609.70,5424.52,2070
2023M06,HOME,AIR CARE,04015600435653,0.41490,11195.01,10825.49,4149
2023M06,HOME,AIR CARE,04015600450311,0.29160,10497.60,10151.15,2916
2023M06,HOME,AIR CARE,04015600450601,0.13590,4892.40,4731.05,1359
2023M06,HOME,AIR CARE,04015600514969,0.21590,3448.77,3334.89,1446
2023M06,HOME,AIR CARE,04084500939189,0.10350,3693.60,3571.86,1035
2023M06,HOME,AIR CARE,04084500939219,0.17730,6318.00,6109.51,1773
2023M06,HOME,AIR CARE,05410076711680,0.05460,651.60,630.03,366
2023M06,HOME,AIR CARE,05413149006690,0.06200,2142.72,2072.00,992
2023M06,HOME,AIR CARE,08001090490605,0.41700,5932.80,5737.04,1668
2023M06,HOME,AIR CARE,08001090490650,0.46100,6609.60,6391.50,1844
2023M06,HOME,AIR CARE,08001090761989,0.18000,6512.40,6297.46,1800
2023M06,HOME,AIR CARE,08006540194065,0.09000,3046.08,2945.69,1320
2023M06,HOME,AIR CARE,08006540194102,0.12000,4012.80,3880.52,1760
2023M06,HOME,AIR CARE,08006540194140,0.22530,7715.52,7460.98,3304
2023M06,HOME,AIR CARE,08006540285411,0.25380,6804.81,6580.18,2538
2023M06,HOME,AIR CARE,08006540577073,0.30360,9890.76,9564.42,1518
2023M06,HOME,AIR CARE,08006540577103,0.65880,21261.24,20559.61,3294
2023M06,HOME,AIR CARE,08006540946534,0.06870,2298.24,2222.59,1008
2023M06,HOME,AIR CARE,08700216045674,0.32850,11826.00,11435.73,3285
2023M06,HOME,AIR CARE,08700216046312,0.20400,6821.76,6596.65,2992
2023M07,HOME,AIR CARE,04015600435318,0.25830,7024.32,6792.38,2583
2023M07,HOME,AIR CARE,04015600435509,0.30060,8219.43,7948.14,3006
2023M07,HOME,AIR CARE,04015600435653,0.52740,14341.32,13867.98,5274
2023M07,HOME,AIR CARE,04015600450311,0.38160,13737.60,13284.24,3816
2023M07,HOME,AIR CARE,04015600450601,0.13950,4989.60,4825.04,1395
2023M07,HOME,AIR CARE,04015600514969,0.25000,4008.03,3875.69,1674
2023M07,HOME,AIR CARE,04084500939189,0.12600,4568.40,4417.61,1260
2023M07,HOME,AIR CARE,04084500939219,0.15570,5670.00,5482.87,1557
2023M07,HOME,AIR CARE,05410076326341,0.17280,4682.88,4528.34,1728
2023M07,HOME,AIR CARE,05410076333028,0.07240,1895.40,1832.87,810
2023M07,HOME,AIR CARE,05410076362479,0.17530,4591.08,4439.60,1962
2023M07,HOME,AIR CARE,05410076711680,0.07790,955.68,924.05,522
2023M07,HOME,AIR CARE,05413149006690,0.05750,1987.20,1921.64,920
2023M07,HOME,AIR CARE,08001090490605,0.66600,9662.40,9343.53,2664
2023M07,HOME,AIR CARE,08001090490650,0.53500,7732.80,7477.55,2140
2023M07,HOME,AIR CARE,08001090761989,0.22770,8197.20,7926.71,2277
2023M07,HOME,AIR CARE,08006540194065,0.12770,4268.16,4127.44,1872
2023M07,HOME,AIR CARE,08006540194102,0.16090,5380.80,5203.37,2360
2023M07,HOME,AIR CARE,08006540194140,0.34040,11254.08,10882.81,4992
2023M07,HOME,AIR CARE,08006540285411,0.34290,9365.76,9056.53,3429
2023M07,HOME,AIR CARE,08006540577073,0.41160,13395.36,12953.36,2058
2023M07,HOME,AIR CARE,08006540577103,0.70680,23052.48,22291.77,3534
2023M07,HOME,AIR CARE,08006540946534,0.28480,9521.28,9207.22,4176
2023M07,HOME,AIR CARE,08700216045674,0.48060,17269.20,16699.31,4806
2023M07,HOME,AIR CARE,08700216046312,0.34040,11381.76,11006.21,4992
2023M08,HOME,AIR CARE,04015600435318,0.23850,6317.01,6108.46,2385
2023M08,HOME,AIR CARE,04015600435509,0.23940,6365.79,6155.63,2394
2023M08,HOME,AIR CARE,04015600435653,0.50130,13463.28,13018.96,5013
2023M08,HOME,AIR CARE,04015600450311,0.32220,11113.20,10746.40,3222
2023M08,HOME,AIR CARE,04015600450601,0.18000,6480.00,6266.20,1800
2023M08,HOME,AIR CARE,04015600514969,0.12680,1993.26,1927.33,849
2023M08,HOME,AIR CARE,04084500939189,0.21600,7322.40,7080.82,2160
2023M08,HOME,AIR CARE,04084500939219,0.18450,6544.80,6328.83,1845
2023M08,HOME,AIR CARE,05410076326341,0.22860,6118.40,5916.29,2286
2023M08,HOME,AIR CARE,05410076333028,0.14100,3397.68,3285.58,1578
2023M08,HOME,AIR CARE,05410076362479,0.10450,2372.76,2294.51,1170
2023M08,HOME,AIR CARE,05410076711680,0.12540,1487.82,1438.63,840
2023M08,HOME,AIR CARE,05413149006690,0.06800,2332.80,2255.84,1088
2023M08,HOME,AIR CARE,08001090490605,0.60000,8568.00,8285.18,2400
2023M08,HOME,AIR CARE,08001090490650,0.54800,7574.40,7324.40,2192
2023M08,HOME,AIR CARE,08001090761989,0.34650,12214.80,11811.70,3465
2023M08,HOME,AIR CARE,08006540194065,0.19420,6219.84,6014.72,2848
2023M08,HOME,AIR CARE,08006540194102,1.60520,53429.80,51666.79,23540
2023M08,HOME,AIR CARE,08006540194140,0.42990,14063.04,13599.05,6304
2023M08,HOME,AIR CARE,08006540285411,0.27090,7268.22,7028.29,2709
2023M08,HOME,AIR CARE,08006540577073,0.34800,10981.08,10618.81,1740
2023M08,HOME,AIR CARE,08006540577103,1.04520,33683.10,32571.49,5226
2023M08,HOME,AIR CARE,08006540946534,1.70500,56530.60,54665.27,25004
2023M08,HOME,AIR CARE,08700216045674,0.33390,11728.80,11341.72,3339
2023M08,HOME,AIR CARE,08700216046312,0.16260,5344.32,5168.09,2384
2023M09,HOME,AIR CARE,04015600435318,0.29520,7902.36,7641.57,2952
2023M09,HOME,AIR CARE,04015600435509,0.33840,9024.30,8726.42,3384
2023M09,HOME,AIR CARE,04015600435653,0.64890,17341.29,16769.02,6489
2023M09,HOME,AIR CARE,04015600450311,0.41670,15487.20,14976.12,4167
2023M09,HOME,AIR CARE,04015600450601,0.22500,8197.20,7926.76,2250
2023M09,HOME,AIR CARE,04015600514969,0.21770,3520.47,3404.24,1458
2023M09,HOME,AIR CARE,04084500939189,0.19350,7095.60,6861.43,1935
2023M09,HOME,AIR CARE,04084500939219,0.22410,8164.80,7895.40,2241
2023M09,HOME,AIR CARE,05410076326341,0.20160,5414.58,5235.78,2016
2023M09,HOME,AIR CARE,05410076333028,0.04230,1404.00,1357.75,474
2023M09,HOME,AIR CARE,05410076362479,0.16780,4731.48,4575.42,1878
2023M09,HOME,AIR CARE,05410076711680,0.12270,1520.40,1470.12,822
2023M09,HOME,AIR CARE,05413149006690,0.07700,2522.88,2439.64,1232
2023M09,HOME,AIR CARE,08001090490605,0.56800,7977.60,7714.40,2272
2023M09,HOME,AIR CARE,08001090490650,0.49000,7372.80,7129.50,1960
2023M09,HOME,AIR CARE,08001090761989,0.36720,13478.40,13033.61,3672
2023M09,HOME,AIR CARE,08006540194065,0.32570,10980.48,10618.19,4776
2023M09,HOME,AIR CARE,08006540194102,0.11650,4353.13,4209.55,1708
2023M09,HOME,AIR CARE,08006540194140,0.46420,15978.24,15451.01,6808
