"Sub Sector","Category","Shipment MSU Internal","Date"
"GROOMING","MALE HAIR REMV APPLN",5.6080000000000005,"2022-01"
"GROOMING","MALE OT SYSDBL EDGE",1.4516000000000002,"2022-01"
"GROOMING","MALE PREMIUM B&R SYS",23.843800000000005,"2022-01"
"GROOMING","MALE SHAVE PREP",0.8596,"2022-01"
"GROOMING","MALE SKIN CARE",0.327,"2022-01"
"HAIR CARE","AUSSIE",0.26399999999999996,"2022-01"
"HAIR CARE","BEAR FRUITS",0.0024000000000000002,"2022-01"
"HAIR CARE","H&S",48.675299999999986,"2022-01"
"HAIR CARE","HERBAL ESSENCES",1.9874999999999996,"2022-01"
"HAIR CARE","PANTENE",45.64740000000001,"2022-01"
"HOME CARE","AIR CARE",5.586399999999999,"2022-01"
"HOME CARE","CLEANING PRODUCTS",16.817799999999995,"2022-01"
"HOME CARE","CLEANING SYSTEMS",1.7605000000000002,"2022-01"
"ORAL CARE","DENTAL FLOSS",0.5499,"2022-01"
"ORAL CARE","DENTIFRICE",8.271700000000001,"2022-01"
"ORAL CARE","DENTURE CARE",0.3836,"2022-01"
"ORAL CARE","MANUAL ORAL CARE",1.9471,"2022-01"
"ORAL CARE","ORAL RINSE",0.9482,"2022-01"
"ORAL CARE","POWER ORAL CARE",17.630100000000002,"2022-01"
"PERSONAL CARE","APDO & BODY SPRAY",2.2252,"2022-01"
"PERSONAL CARE","MASS FRAGRANCE",0.1188,"2022-01"
"PERSONAL CARE","PERSONAL CLEANSING",0.1088,"2022-01"
"PHC CARE","SLEEP AID",0.7484000000000001,"2022-01"
"PHC CARE","VITAMINS & SUPPLEMENTS",0.7448,"2022-01"
"SKIN CARE","FEMALE SKIN CARE",4.4732,"2022-01"
"BABY CARE","BABY WIPES",21.699800000000003,"2022-02"
"BABY CARE","DIAPER",70.93420000000002,"2022-02"
"DISH WASHING","ADW",12.112200000000001,"2022-02"
"DISH WASHING","HDW",20.9902,"2022-02"
"FABRIC CARE","FABRIC ENHANCER",2.4766000000000004,"2022-02"
"FABRIC CARE","LAUNDRY",108.05349999999999,"2022-02"
"FEMININE CARE","INCO",3.3708999999999993,"2022-02"
"FEMININE CARE","LINERS",19.0918,"2022-02"
"FEMININE CARE","PADS",24.46,"2022-02"
"FEMININE CARE","TAMPONS",7.862900000000001,"2022-02"
"GROOMING","FEMALE DISPOSABL RAZ",2.8209,"2022-02"
"GROOMING","FEMALE HR RMVL APPLN",0.9620000000000002,"2022-02"
"GROOMING","FEMALE PREM B&R SYS",2.3186999999999998,"2022-02"
"GROOMING","FEMALE SHAVE PREP",0.0378,"2022-02"
"GROOMING","HAIR CARE APPLIANCE",0.007,"2022-02"
"GROOMING","MALE DISPOSABL RAZOR",34.7483,"2022-02"
"GROOMING","MALE HAIR REMV APPLN",3.9511000000000003,"2022-02"
"GROOMING","MALE OT SYSDBL EDGE",0.7721,"2022-02"
"GROOMING","MALE PREMIUM B&R SYS",22.618199999999998,"2022-02"
"GROOMING","MALE SHAVE PREP",4.3351,"2022-02"
"GROOMING","MALE SKIN CARE",0.37629999999999997,"2022-02"
"HAIR CARE","AUSSIE",0.13160000000000002,"2022-02"
"HAIR CARE","BEAR FRUITS",0.001,"2022-02"
"HAIR CARE","H&S",29.206800000000005,"2022-02"
"HAIR CARE","HERBAL ESSENCES",2.586699999999999,"2022-02"
"HAIR CARE","PANTENE",40.4269,"2022-02"
"HOME CARE","AIR CARE",6.5924,"2022-02"
"HOME CARE","CLEANING PRODUCTS",13.909500000000001,"2022-02"
"HOME CARE","CLEANING SYSTEMS",2.9602,"2022-02"
"ORAL CARE","DENTAL FLOSS",0.4625,"2022-02"
"ORAL CARE","DENTIFRICE",7.679499999999999,"2022-02"
"ORAL CARE","DENTURE CARE",0.34519999999999995,"2022-02"
"ORAL CARE","MANUAL ORAL CARE",2.4444,"2022-02"
"ORAL CARE","ORAL RINSE",1.0583,"2022-02"
"ORAL CARE","POWER ORAL CARE",12.0787,"2022-02"
"PERSONAL CARE","APDO & BODY SPRAY",1.5118,"2022-02"
"PERSONAL CARE","MASS FRAGRANCE",0.0864,"2022-02"
"PERSONAL CARE","PERSONAL CLEANSING",0.0942,"2022-02"
"PHC CARE","SLEEP AID",0.4931,"2022-02"
"PHC CARE","VITAMINS & SUPPLEMENTS",0.3038,"2022-02"
"SKIN CARE","FEMALE SKIN CARE",3.5763000000000003,"2022-02"
"BABY CARE","BABY WIPES",27.2176,"2022-03"
"BABY CARE","DIAPER",63.8484,"2022-03"
"DISH WASHING","ADW",18.185399999999998,"2022-03"
"DISH WASHING","HDW",28.555300000000003,"2022-03"
"FABRIC CARE","FABRIC ENHANCER",2.1153,"2022-03"
"FABRIC CARE","LAUNDRY",87.51289999999999,"2022-03"
"FEMININE CARE","INCO",3.5055,"2022-03"
"FEMININE CARE","LINERS",14.4315,"2022-03"
"FEMININE CARE","PADS",29.549499999999995,"2022-03"
"FEMININE CARE","TAMPONS",14.356799999999998,"2022-03"
"GROOMING","FEMALE DISPOSABL RAZ",4.2341,"2022-03"
"GROOMING","FEMALE HR RMVL APPLN",1.1429999999999998,"2022-03"
"GROOMING","FEMALE PREM B&R SYS",2.8961,"2022-03"
"GROOMING","FEMALE SHAVE PREP",0.0359,"2022-03"
"GROOMING","HAIR CARE APPLIANCE",0.003,"2022-03"
"GROOMING","MALE DISPOSABL RAZOR",36.5197,"2022-03"
"GROOMING","MALE HAIR REMV APPLN",3.2169000000000003,"2022-03"
"GROOMING","MALE OT SYSDBL EDGE",1.7438,"2022-03"
"GROOMING","MALE PREMIUM B&R SYS",27.6196,"2022-03"
"GROOMING","MALE SHAVE PREP",1.3032000000000001,"2022-03"
"GROOMING","MALE SKIN CARE",0.20740000000000003,"2022-03"
"HAIR CARE","AUSSIE",0.0009,"2022-03"
"HAIR CARE","H&S",53.595099999999995,"2022-03"
"HAIR CARE","HERBAL ESSENCES",5.644100000000001,"2022-03"
"HAIR CARE","PANTENE",42.16989999999999,"2022-03"
"HOME CARE","AIR CARE",6.1716000000000015,"2022-03"
"HOME CARE","CLEANING PRODUCTS",12.3598,"2022-03"
"HOME CARE","CLEANING SYSTEMS",1.4618000000000002,"2022-03"
"ORAL CARE","DENTAL FLOSS",0.5589999999999999,"2022-03"
"ORAL CARE","DENTIFRICE",7.9042,"2022-03"
"ORAL CARE","DENTURE CARE",0.5131,"2022-03"
"ORAL CARE","MANUAL ORAL CARE",1.7461000000000002,"2022-03"
"ORAL CARE","ORAL RINSE",0.7207,"2022-03"
"ORAL CARE","POWER ORAL CARE",10.532100000000002,"2022-03"
"PERSONAL CARE","APDO & BODY SPRAY",1.1787999999999998,"2022-03"
"PERSONAL CARE","MASS FRAGRANCE",0.0708,"2022-03"
"PERSONAL CARE","PERSONAL CLEANSING",0.0846,"2022-03"
"PHC CARE","SLEEP AID",1.1754,"2022-03"
"PHC CARE","VITAMINS & SUPPLEMENTS",0.018899999999999997,"2022-03"
"SKIN CARE","FEMALE SKIN CARE",4.876200000000002,"2022-03"
"BABY CARE","BABY WIPES",25.198100000000004,"2022-04"
"BABY CARE","DIAPER",59.45750000000001,"2022-04"
"DISH WASHING","ADW",17.0047,"2022-04"
"DISH WASHING","HDW",19.1535,"2022-04"
"FABRIC CARE","FABRIC ENHANCER",3.0948,"2022-04"
"FABRIC CARE","LAUNDRY",100.568,"2022-04"
"FEMININE CARE","INCO",3.2267,"2022-04"
"FEMININE CARE","LINERS",15.457599999999998,"2022-04"
"FEMININE CARE","PADS",24.958500000000004,"2022-04"
"FEMININE CARE","TAMPONS",11.909300000000002,"2022-04"
"GROOMING","FEMALE DISPOSABL RAZ",6.4564,"2022-04"
"GROOMING","FEMALE HR RMVL APPLN",2.9849999999999994,"2022-04"
"GROOMING","FEMALE PREM B&R SYS",5.989700000000001,"2022-04"
"GROOMING","FEMALE SHAVE PREP",0.0596,"2022-04"
"GROOMING","MALE DISPOSABL RAZOR",29.215100000000003,"2022-04"
"GROOMING","MALE HAIR REMV APPLN",10.734800000000002,"2022-04"
"GROOMING","MALE OT SYSDBL EDGE",0.6164,"2022-04"
"GROOMING","MALE PREMIUM B&R SYS",20.7213,"2022-04"
"GROOMING","MALE SHAVE PREP",2.4856000000000003,"2022-04"
"GROOMING","MALE SKIN CARE",0.1848,"2022-04"
"HAIR CARE","AUSSIE",-0.0013,"2022-04"
"HAIR CARE","H&S",26.565299999999997,"2022-04"
"HAIR CARE","HERBAL ESSENCES",3.6117999999999992,"2022-04"
"HAIR CARE","PANTENE",54.73509999999999,"2022-04"
"HOME CARE","AIR CARE",5.8797999999999995,"2022-04"
"HOME CARE","CLEANING PRODUCTS",13.411200000000001,"2022-04"
"HOME CARE","CLEANING SYSTEMS",0.9438000000000001,"2022-04"
"ORAL CARE","DENTAL FLOSS",0.6502,"2022-04"
"ORAL CARE","DENTIFRICE",6.813,"2022-04"
"ORAL CARE","DENTURE CARE",0.7714000000000001,"2022-04"
"ORAL CARE","MANUAL ORAL CARE",1.8959,"2022-04"
"ORAL CARE","ORAL RINSE",0.7159000000000001,"2022-04"
"ORAL CARE","POWER ORAL CARE",9.426100000000002,"2022-04"
"PERSONAL CARE","APDO & BODY SPRAY",2.1632,"2022-04"
"PERSONAL CARE","MASS FRAGRANCE",0.0852,"2022-04"
"PERSONAL CARE","PERSONAL CLEANSING",0.1413,"2022-04"
"PHC CARE","SLEEP AID",1.7904,"2022-04"
"PHC CARE","VITAMINS & SUPPLEMENTS",-0.0556,"2022-04"
"SKIN CARE","FEMALE SKIN CARE",14.572299999999998,"2022-04"
"BABY CARE","BABY WIPES",22.5034,"2022-05"
"BABY CARE","DIAPER",69.16820000000001,"2022-05"
"DISH WASHING","ADW",12.687400000000004,"2022-05"
"DISH WASHING","HDW",24.881100000000004,"2022-05"
"FABRIC CARE","FABRIC ENHANCER",2.1860999999999997,"2022-05"
"FABRIC CARE","LAUNDRY",85.47330000000001,"2022-05"
"FEMININE CARE","INCO",2.1201000000000003,"2022-05"
"FEMININE CARE","LINERS",13.227699999999999,"2022-05"
"FEMININE CARE","PADS",24.5506,"2022-05"
"FEMININE CARE","TAMPONS",10.809299999999999,"2022-05"
"GROOMING","FEMALE DISPOSABL RAZ",5.0781,"2022-05"
"GROOMING","FEMALE HR RMVL APPLN",1.5990000000000002,"2022-05"
"GROOMING","FEMALE PREM B&R SYS",6.109900000000001,"2022-05"
"GROOMING","FEMALE SHAVE PREP",0.0686,"2022-05"
"GROOMING","MALE DISPOSABL RAZOR",28.930499999999995,"2022-05"
"GROOMING","MALE HAIR REMV APPLN",2.4953999999999996,"2022-05"
"GROOMING","MALE OT SYSDBL EDGE",0.5548000000000001,"2022-05"
"GROOMING","MALE PREMIUM B&R SYS",21.323300000000003,"2022-05"
"GROOMING","MALE SHAVE PREP",1.7842000000000002,"2022-05"
"GROOMING","MALE SKIN CARE",0.1478,"2022-05"
"HAIR CARE","H&S",45.045500000000004,"2022-05"
"HAIR CARE","HERBAL ESSENCES",1.9236,"2022-05"
"HAIR CARE","PANTENE",37.26089999999999,"2022-05"
"HOME CARE","AIR CARE",4.4743,"2022-05"
"HOME CARE","CLEANING PRODUCTS",10.2466,"2022-05"
"HOME CARE","CLEANING SYSTEMS",1.3041999999999998,"2022-05"
"ORAL CARE","DENTAL FLOSS",0.3195,"2022-05"
"ORAL CARE","DENTIFRICE",5.6574,"2022-05"
"ORAL CARE","DENTURE CARE",0.6004,"2022-05"
"ORAL CARE","MANUAL ORAL CARE",1.3939,"2022-05"
"ORAL CARE","ORAL RINSE",0.633,"2022-05"
"ORAL CARE","POWER ORAL CARE",8.941699999999999,"2022-05"
"PERSONAL CARE","APDO & BODY SPRAY",1.3824999999999998,"2022-05"
"PERSONAL CARE","MASS FRAGRANCE",0.054,"2022-05"
"PERSONAL CARE","PERSONAL CLEANSING",0.0603,"2022-05"
"PHC CARE","SLEEP AID",1.8705,"2022-05"
"PHC CARE","VITAMINS & SUPPLEMENTS",0.2661,"2022-05"
"SKIN CARE","FEMALE SKIN CARE",17.2259,"2022-05"
"BABY CARE","BABY WIPES",31.8786,"2022-06"
"BABY CARE","DIAPER",65.06280000000001,"2022-06"
"DISH WASHING","ADW",25.5238,"2022-06"
"DISH WASHING","HDW",30.203899999999997,"2022-06"
"FABRIC CARE","FABRIC ENHANCER",1.5431,"2022-06"
"FABRIC CARE","LAUNDRY",90.80370000000002,"2022-06"
"FEMININE CARE","INCO",4.836800000000001,"2022-06"
"FEMININE CARE","LINERS",20.8776,"2022-06"
"FEMININE CARE","PADS",29.325900000000004,"2022-06"
"FEMININE CARE","TAMPONS",13.4803,"2022-06"
"GROOMING","FEMALE DISPOSABL RAZ",6.4384,"2022-06"
"GROOMING","FEMALE HR RMVL APPLN",3.455,"2022-06"
"GROOMING","FEMALE PREM B&R SYS",5.7036,"2022-06"
"GROOMING","FEMALE SHAVE PREP",0.0231,"2022-06"
"GROOMING","MALE DISPOSABL RAZOR",34.009699999999995,"2022-06"
"GROOMING","MALE HAIR REMV APPLN",3.6139999999999994,"2022-06"
"GROOMING","MALE OT SYSDBL EDGE",0.5135,"2022-06"
"GROOMING","MALE PREMIUM B&R SYS",17.754500000000004,"2022-06"
"GROOMING","MALE SHAVE PREP",2.1435,"2022-06"
"GROOMING","MALE SKIN CARE",0.6125,"2022-06"
"HAIR CARE","H&S",41.62930000000001,"2022-06"
"HAIR CARE","HERBAL ESSENCES",4.166899999999999,"2022-06"
"HAIR CARE","PANTENE",46.62820000000002,"2022-06"
"HOME CARE","AIR CARE",5.5092,"2022-06"
"HOME CARE","CLEANING PRODUCTS",16.2911,"2022-06"
"HOME CARE","CLEANING SYSTEMS",1.9869999999999999,"2022-06"
"ORAL CARE","DENTAL FLOSS",0.5312,"2022-06"
"ORAL CARE","DENTIFRICE",7.4435,"2022-06"
"ORAL CARE","DENTURE CARE",0.32030000000000003,"2022-06"
"ORAL CARE","MANUAL ORAL CARE",1.5745,"2022-06"
"ORAL CARE","ORAL RINSE",0.8109,"2022-06"
"ORAL CARE","POWER ORAL CARE",8.301999999999998,"2022-06"
"PERSONAL CARE","APDO & BODY SPRAY",1.2083,"2022-06"
"PERSONAL CARE","MASS FRAGRANCE",0.0456,"2022-06"
"PERSONAL CARE","PERSONAL CLEANSING",0.0453,"2022-06"
"PHC CARE","SLEEP AID",1.5676999999999999,"2022-06"
"PHC CARE","VITAMINS & SUPPLEMENTS",0.0659,"2022-06"
"SKIN CARE","FEMALE SKIN CARE",1.9742000000000002,"2022-06"
"BABY CARE","BABY WIPES",19.2482,"2022-07"
"BABY CARE","DIAPER",86.09769999999999,"2022-07"
"DISH WASHING","ADW",16.0807,"2022-07"
"DISH WASHING","HDW",20.809,"2022-07"
"FABRIC CARE","FABRIC ENHANCER",2.6954999999999996,"2022-07"
"FABRIC CARE","LAUNDRY",146.03369999999998,"2022-07"
"FEMININE CARE","INCO",2.9823999999999997,"2022-07"
"FEMININE CARE","LINERS",14.4714,"2022-07"
"FEMININE CARE","PADS",19.083999999999996,"2022-07"
"FEMININE CARE","TAMPONS",12.914500000000002,"2022-07"
"GROOMING","FEMALE DISPOSABL RAZ",5.7308,"2022-07"
"GROOMING","FEMALE HR RMVL APPLN",2.574,"2022-07"
"GROOMING","FEMALE PREM B&R SYS",6.5604,"2022-07"
"GROOMING","MALE DISPOSABL RAZOR",40.7355,"2022-07"
"GROOMING","MALE HAIR REMV APPLN",2.1961,"2022-07"
"GROOMING","MALE OT SYSDBL EDGE",0.7289,"2022-07"
"GROOMING","MALE PREMIUM B&R SYS",17.532500000000002,"2022-07"
"GROOMING","MALE SHAVE PREP",2.2668,"2022-07"
"GROOMING","MALE SKIN CARE",0.1221,"2022-07"
"HAIR CARE","H&S",36.849,"2022-07"
"HAIR CARE","HERBAL ESSENCES",3.5253000000000005,"2022-07"
"HAIR CARE","PANTENE",59.66610000000001,"2022-07"
"HOME CARE","AIR CARE",9.1433,"2022-07"
"HOME CARE","CLEANING PRODUCTS",11.196600000000002,"2022-07"
"HOME CARE","CLEANING SYSTEMS",1.2576999999999998,"2022-07"
"ORAL CARE","DENTAL FLOSS",0.5545,"2022-07"
"ORAL CARE","DENTIFRICE",7.5468,"2022-07"
"ORAL CARE","DENTURE CARE",0.5634,"2022-07"
"ORAL CARE","MANUAL ORAL CARE",2.4789999999999996,"2022-07"
"ORAL CARE","ORAL RINSE",1.1100999999999999,"2022-07"
"ORAL CARE","POWER ORAL CARE",9.839000000000002,"2022-07"
"PERSONAL CARE","APDO & BODY SPRAY",2.1173,"2022-07"
"PERSONAL CARE","MASS FRAGRANCE",0.1212,"2022-07"
"PERSONAL CARE","PERSONAL CLEANSING",0.0608,"2022-07"
"PHC CARE","SLEEP AID",1.7424,"2022-07"
"PHC CARE","VITAMINS & SUPPLEMENTS",0.027699999999999995,"2022-07"
"SKIN CARE","FEMALE SKIN CARE",2.2470000000000003,"2022-07"
"BABY CARE","BABY WIPES",31.362299999999994,"2022-08"
"BABY CARE","DIAPER",64.36820000000002,"2022-08"
"DISH WASHING","ADW",17.694000000000003,"2022-08"
"DISH WASHING","HDW",28.1686,"2022-08"
"FABRIC CARE","FABRIC ENHANCER",3.9446,"2022-08"
"FABRIC CARE","LAUNDRY",134.19840000000002,"2022-08"
"FEMININE CARE","INCO",3.6643999999999997,"2022-08"
"FEMININE CARE","LINERS",20.0113,"2022-08"
"FEMININE CARE","PADS",21.6493,"2022-08"
"FEMININE CARE","TAMPONS",14.601000000000003,"2022-08"
"GROOMING","FEMALE DISPOSABL RAZ",5.7528,"2022-08"
"GROOMING","FEMALE HR RMVL APPLN",3.2640000000000002,"2022-08"
"GROOMING","FEMALE PREM B&R SYS",7.9518,"2022-08"
"GROOMING","MALE DISPOSABL RAZOR",44.2437,"2022-08"
"GROOMING","MALE HAIR REMV APPLN",4.275200000000001,"2022-08"
"GROOMING","MALE OT SYSDBL EDGE",0.8551,"2022-08"
"GROOMING","MALE PREMIUM B&R SYS",24.246499999999997,"2022-08"
"GROOMING","MALE SHAVE PREP",2.6922,"2022-08"
"GROOMING","MALE SKIN CARE",0.22089999999999999,"2022-08"
"HAIR CARE","H&S",54.57639999999999,"2022-08"
"HAIR CARE","HERBAL ESSENCES",4.391799999999999,"2022-08"
"HAIR CARE","PANTENE",65.03510000000001,"2022-08"
"HOME CARE","AIR CARE",7.233799999999999,"2022-08"
"HOME CARE","CLEANING PRODUCTS",13.9113,"2022-08"
"HOME CARE","CLEANING SYSTEMS",2.3518999999999997,"2022-08"
"ORAL CARE","DENTAL FLOSS",0.5298,"2022-08"
"ORAL CARE","DENTIFRICE",8.488899999999997,"2022-08"
"ORAL CARE","DENTURE CARE",0.515,"2022-08"
"ORAL CARE","MANUAL ORAL CARE",1.6441,"2022-08"
"ORAL CARE","ORAL RINSE",1.0741,"2022-08"
"ORAL CARE","POWER ORAL CARE",12.094100000000001,"2022-08"
"PERSONAL CARE","APDO & BODY SPRAY",1.9637,"2022-08"
"PERSONAL CARE","MASS FRAGRANCE",0.0972,"2022-08"
"PERSONAL CARE","PERSONAL CLEANSING",0.0658,"2022-08"
"PHC CARE","SLEEP AID",1.6121,"2022-08"
"PHC CARE","VITAMINS & SUPPLEMENTS",0.0584,"2022-08"
"SKIN CARE","FEMALE SKIN CARE",3.887400000000001,"2022-08"
"BABY CARE","BABY WIPES",19.312700000000003,"2022-09"
"BABY CARE","DIAPER",66.69160000000001,"2022-09"
"DISH WASHING","ADW",23.808799999999998,"2022-09"
"DISH WASHING","HDW",33.75760000000001,"2022-09"
"FABRIC CARE","FABRIC ENHANCER",4.0942,"2022-09"
"FABRIC CARE","LAUNDRY",119.81329999999998,"2022-09"
"FEMININE CARE","INCO",2.5693,"2022-09"
"FEMININE CARE","LINERS",16.935,"2022-09"
"FEMININE CARE","PADS",23.87029999999999,"2022-09"
"FEMININE CARE","TAMPONS",10.201400000000001,"2022-09"
"GROOMING","FEMALE DISPOSABL RAZ",2.6672000000000002,"2022-09"
"GROOMING","FEMALE HR RMVL APPLN",1.2030000000000003,"2022-09"
"GROOMING","FEMALE PREM B&R SYS",2.3847,"2022-09"
"GROOMING","MALE DISPOSABL RAZOR",34.0611,"2022-09"
"GROOMING","MALE HAIR REMV APPLN",3.673800000000001,"2022-09"
"GROOMING","MALE OT SYSDBL EDGE",0.9615,"2022-09"
"GROOMING","MALE PREMIUM B&R SYS",22.5127,"2022-09"
"GROOMING","MALE SHAVE PREP",2.9357,"2022-09"
"GROOMING","MALE SKIN CARE",0.44020000000000004,"2022-09"
"HAIR CARE","H&S",36.1692,"2022-09"
"HAIR CARE","HERBAL ESSENCES",2.5544999999999995,"2022-09"
"HAIR CARE","PANTENE",45.41369999999999,"2022-09"
"HOME CARE","AIR CARE",8.89,"2022-09"
"HOME CARE","CLEANING PRODUCTS",17.368,"2022-09"
"HOME CARE","CLEANING SYSTEMS",2.2864999999999998,"2022-09"
"ORAL CARE","DENTAL FLOSS",0.31,"2022-09"
"ORAL CARE","DENTIFRICE",7.094299999999999,"2022-09"
"ORAL CARE","DENTURE CARE",0.4482999999999999,"2022-09"
"ORAL CARE","MANUAL ORAL CARE",1.1143,"2022-09"
"ORAL CARE","ORAL RINSE",0.7839,"2022-09"
"ORAL CARE","POWER ORAL CARE",7.9517999999999995,"2022-09"
"PERSONAL CARE","APDO & BODY SPRAY",2.3678000000000003,"2022-09"
"PERSONAL CARE","MASS FRAGRANCE",0.042,"2022-09"
"PERSONAL CARE","PERSONAL CLEANSING",0.0814,"2022-09"
"PHC CARE","SLEEP AID",2.1368,"2022-09"
"PHC CARE","VITAMINS & SUPPLEMENTS",0.026,"2022-09"
"SKIN CARE","FEMALE SKIN CARE",3.2557,"2022-09"
"BABY CARE","BABY WIPES",18.955399999999997,"2022-10"
"BABY CARE","DIAPER",63.03609999999998,"2022-10"
"DISH WASHING","ADW",17.7667,"2022-10"
"DISH WASHING","HDW",17.654199999999996,"2022-10"
"FABRIC CARE","FABRIC ENHANCER",4.1867,"2022-10"
"FABRIC CARE","LAUNDRY",100.90829999999997,"2022-10"
"FEMININE CARE","INCO",3.4709999999999996,"2022-10"
"FEMININE CARE","LINERS",17.7847,"2022-10"
"FEMININE CARE","PADS",22.317999999999998,"2022-10"
"FEMININE CARE","TAMPONS",8.984100000000002,"2022-10"
"GROOMING","FEMALE DISPOSABL RAZ",2.2719,"2022-10"
"GROOMING","FEMALE HR RMVL APPLN",1.3900000000000001,"2022-10"
"GROOMING","FEMALE PREM B&R SYS",2.0312,"2022-10"
"GROOMING","MALE DISPOSABL RAZOR",27.897599999999997,"2022-10"
"GROOMING","MALE HAIR REMV APPLN",4.2439,"2022-10"
"GROOMING","MALE OT SYSDBL EDGE",0.669,"2022-10"
"GROOMING","MALE PREMIUM B&R SYS",41.0859,"2022-10"
"GROOMING","MALE SHAVE PREP",3.6935999999999996,"2022-10"
"GROOMING","MALE SKIN CARE",0.19080000000000003,"2022-10"
"HAIR CARE","H&S",35.893600000000006,"2022-10"
"HAIR CARE","HERBAL ESSENCES",2.7929000000000004,"2022-10"
"HAIR CARE","PANTENE",57.3378,"2022-10"
"HOME CARE","AIR CARE",8.573799999999999,"2022-10"
"HOME CARE","CLEANING PRODUCTS",11.1617,"2022-10"
"HOME CARE","CLEANING SYSTEMS",1.2814,"2022-10"
"ORAL CARE","DENTAL FLOSS",0.4297,"2022-10"
"ORAL CARE","DENTIFRICE",7.904900000000001,"2022-10"
"ORAL CARE","DENTURE CARE",0.5509000000000001,"2022-10"
"ORAL CARE","MANUAL ORAL CARE",1.2882,"2022-10"
"ORAL CARE","ORAL RINSE",1.4088,"2022-10"
"ORAL CARE","POWER ORAL CARE",11.133200000000002,"2022-10"
"PERSONAL CARE","APDO & BODY SPRAY",2.4181,"2022-10"
"PERSONAL CARE","MASS FRAGRANCE",0.3432,"2022-10"
"PERSONAL CARE","PERSONAL CLEANSING",0.16140000000000002,"2022-10"
"PHC CARE","SLEEP AID",0.6984,"2022-10"
"PHC CARE","VITAMINS & SUPPLEMENTS",0.010100000000000001,"2022-10"
"SKIN CARE","FEMALE SKIN CARE",5.62,"2022-10"
"BABY CARE","BABY WIPES",21.340000000000003,"2022-11"
"BABY CARE","DIAPER",65.94309999999999,"2022-11"
"DISH WASHING","ADW",12.650599999999999,"2022-11"
"DISH WASHING","HDW",20.946999999999996,"2022-11"
"FABRIC CARE","FABRIC ENHANCER",3.1451000000000002,"2022-11"
"FABRIC CARE","LAUNDRY",126.02420000000001,"2022-11"
"FEMININE CARE","INCO",3.3926000000000007,"2022-11"
"FEMININE CARE","LINERS",18.2823,"2022-11"
"FEMININE CARE","PADS",25.5114,"2022-11"
"FEMININE CARE","TAMPONS",12.401499999999999,"2022-11"
"GROOMING","FEMALE DISPOSABL RAZ",1.8269,"2022-11"
"GROOMING","FEMALE HR RMVL APPLN",3.7499999999999996,"2022-11"
"GROOMING","FEMALE PREM B&R SYS",2.2375,"2022-11"
"GROOMING","MALE DISPOSABL RAZOR",24.5122,"2022-11"
"GROOMING","MALE HAIR REMV APPLN",4.254199999999998,"2022-11"
"GROOMING","MALE OT SYSDBL EDGE",0.49940000000000007,"2022-11"
"GROOMING","MALE PREMIUM B&R SYS",19.010900000000003,"2022-11"
"GROOMING","MALE SHAVE PREP",1.4606,"2022-11"
"GROOMING","MALE SKIN CARE",0.17520000000000002,"2022-11"
"HAIR CARE","H&S",20.4466,"2022-11"
"HAIR CARE","HERBAL ESSENCES",1.9628999999999999,"2022-11"
"HAIR CARE","PANTENE",39.00770000000001,"2022-11"
"HOME CARE","AIR CARE",6.466499999999999,"2022-11"
"HOME CARE","CLEANING PRODUCTS",7.0688,"2022-11"
"HOME CARE","CLEANING SYSTEMS",2.2478,"2022-11"
"ORAL CARE","DENTAL FLOSS",0.4575,"2022-11"
"ORAL CARE","DENTIFRICE",8.4318,"2022-11"
"ORAL CARE","DENTURE CARE",0.6086,"2022-11"
"ORAL CARE","MANUAL ORAL CARE",0.6906,"2022-11"
"ORAL CARE","ORAL RINSE",0.5431,"2022-11"
"ORAL CARE","POWER ORAL CARE",13.2224,"2022-11"
"PERSONAL CARE","APDO & BODY SPRAY",2.9672999999999994,"2022-11"
"PERSONAL CARE","MASS FRAGRANCE",0.2424,"2022-11"
"PERSONAL CARE","PERSONAL CLEANSING",0.12179999999999999,"2022-11"
"PHC CARE","SLEEP AID",3.5951000000000004,"2022-11"
"PHC CARE","VITAMINS & SUPPLEMENTS",0.0089,"2022-11"
"SKIN CARE","FEMALE SKIN CARE",3.937800000000001,"2022-11"
"BABY CARE","BABY WIPES",15.564999999999998,"2022-12"
"BABY CARE","DIAPER",51.2356,"2022-12"
"DISH WASHING","ADW",16.736099999999997,"2022-12"
"DISH WASHING","HDW",19.707,"2022-12"
"FABRIC CARE","FABRIC ENHANCER",2.5344,"2022-12"
"FABRIC CARE","LAUNDRY",74.985,"2022-12"
"FEMININE CARE","INCO",2.2828000000000004,"2022-12"
"FEMININE CARE","LINERS",14.612700000000002,"2022-12"
"FEMININE CARE","PADS",19.05850000000001,"2022-12"
"FEMININE CARE","TAMPONS",8.178700000000001,"2022-12"
"GROOMING","FEMALE DISPOSABL RAZ",1.9932999999999998,"2022-12"
"GROOMING","FEMALE HR RMVL APPLN",2.0330000000000004,"2022-12"
"GROOMING","FEMALE PREM B&R SYS",2.1885,"2022-12"
"GROOMING","MALE DISPOSABL RAZOR",23.893200000000004,"2022-12"
"GROOMING","MALE HAIR REMV APPLN",6.806000000000002,"2022-12"
"GROOMING","MALE OT SYSDBL EDGE",0.624,"2022-12"
"GROOMING","MALE PREMIUM B&R SYS",13.415300000000002,"2022-12"
"GROOMING","MALE SHAVE PREP",1.7981999999999998,"2022-12"
"GROOMING","MALE SKIN CARE",0.3719,"2022-12"
