Month (Real),Sub Sector,Category,Corp Item GTIN,Shipment MSU Internal,Shipment GIV Value Internal,Shipment NIV Value Internal,Shipment Consumer Unit Internal
2024M02,HOME,ADW,08006540767689,1.78920,57932.16,56020.43,5064
2024M02,HOME,ADW,08006540767771,1.34850,50270.49,48610.73,5323
2024M03,HOME,ADW,08001090039040,4.90080,93237.72,90160.88,12252
2024M03,HOME,ADW,08006540752128,-0.00100,-22.88,-22.13,-4
2024M03,HOME,ADW,08006540763582,0.82550,19497.92,18854.49,1744
2024M03,HOME,ADW,08006540767689,2.14820,69555.20,67259.88,6080
2024M03,HOME,ADW,08006540767771,1.11750,40183.83,38857.74,4411
2024M03,HOME,ADW,08700216322089,0.60300,26773.20,25889.70,3015
2024M03,HOME,ADW,08700216322218,0.82910,29867.25,28880.84,2108
2024M03,HOME,ADW,08700216322300,0.65130,29412.24,28441.64,5142
2024M03,HOME,ADW,08700216323154,0.56580,15297.30,14792.50,2070
2024M03,HOME,ADW,08700216323277,0.61480,18412.20,17804.67,3180
2024M03,HOME,ADW,08700216412179,0.58860,16899.36,16341.63,2616
2024M03,HOME,ADW,08700216412216,0.46980,13488.48,13043.32,2088
2024M03,HOME,ADW,08700216412308,0.18450,5504.64,5322.98,1464
2024M01,HOME,AIR CARE,04015600435318,0.24210,6634.08,6415.00,2421
2024M01,HOME,AIR CARE,04015600435509,0.15390,4365.81,4221.68,1539
2024M01,HOME,AIR CARE,04015600435653,0.40950,11292.57,10919.81,4095
2024M01,HOME,AIR CARE,04015600450311,0.38340,13575.60,13127.51,3834
2024M01,HOME,AIR CARE,04015600450601,0.23310,8456.40,8177.40,2331
2024M01,HOME,AIR CARE,04015600451332,0.01800,479.20,463.40,72
2024M01,HOME,AIR CARE,04015600514969,0.17110,2911.02,2814.83,1146
2024M01,HOME,AIR CARE,04084500905795,0.00150,27.00,26.10,6
2024M01,HOME,AIR CARE,04084500939189,0.20070,6998.40,6767.50,2007
2024M01,HOME,AIR CARE,04084500939219,0.18000,7030.80,6798.76,1800
2024M01,HOME,AIR CARE,05410076326341,0.21330,5829.21,5636.72,2133
2024M01,HOME,AIR CARE,05410076333028,0.27440,7272.72,7032.73,3072
2024M01,HOME,AIR CARE,05410076362479,0.35430,9392.76,9082.87,3966
2024M01,HOME,AIR CARE,05410076711680,0.20510,2497.80,2415.36,1374
2024M01,HOME,AIR CARE,05413149006690,0.08900,3144.96,3041.20,1424
2024M01,HOME,AIR CARE,08001090490605,0.41800,6393.60,6182.57,1672
2024M01,HOME,AIR CARE,08001090490650,0.52900,8049.60,7783.92,2116
2024M01,HOME,AIR CARE,08001090761989,0.22410,8262.00,7989.38,2241
2024M01,HOME,AIR CARE,08001090996787,-0.00930,-54.72,-52.92,-136
2024M01,HOME,AIR CARE,08001090996831,-0.00650,0.00,0.00,-96
2024M01,HOME,AIR CARE,08006540194065,0.19690,6712.32,6490.94,2888
2024M01,HOME,AIR CARE,08006540194102,0.44020,14756.16,14269.28,6456
2024M01,HOME,AIR CARE,08006540194140,0.44460,15175.68,14674.92,6520
2024M01,HOME,AIR CARE,08006540285411,0.28530,7829.19,7570.74,2853
2024M01,HOME,AIR CARE,08006540577073,0.32280,11253.66,10882.37,1614
2024M01,HOME,AIR CARE,08006540577103,0.60840,21572.76,20860.81,3042
2024M01,HOME,AIR CARE,08006540719817,-0.03700,-575.04,-556.06,-148
2024M01,HOME,AIR CARE,08006540719831,-0.01500,0.00,0.00,-60
2024M01,HOME,AIR CARE,08006540719916,0.01440,518.40,501.28,144
2024M01,HOME,AIR CARE,08006540719923,-0.01890,-680.40,-657.96,-189
2024M01,HOME,AIR CARE,08006540946534,0.26730,9083.52,8783.89,3920
2024M01,HOME,AIR CARE,08700216045674,0.32580,12214.80,11811.70,3258
2024M01,HOME,AIR CARE,08700216046312,0.29130,9977.28,9648.17,4272
2024M02,HOME,AIR CARE,04015600435318,0.17820,4829.22,4669.80,1782
2024M02,HOME,AIR CARE,04015600435509,0.20700,5609.70,5424.60,2070
2024M02,HOME,AIR CARE,04015600435653,0.34380,9316.98,9009.47,3438
2024M02,HOME,AIR CARE,04015600450311,0.26910,10335.60,9994.54,2691
2024M02,HOME,AIR CARE,04015600450601,0.15300,5508.00,5326.26,1530
2024M02,HOME,AIR CARE,04015600451332,0.02400,575.04,556.08,96
2024M02,HOME,AIR CARE,04015600514969,0.07170,1147.20,1109.25,480
2024M02,HOME,AIR CARE,04084500905795,0.00150,27.00,26.10,6
2024M02,HOME,AIR CARE,04084500939189,0.17460,6642.00,6422.82,1746
2024M02,HOME,AIR CARE,04084500939219,0.23040,8294.40,8020.75,2304
2024M02,HOME,AIR CARE,05410076326341,0.15750,4268.25,4127.32,1575
2024M02,HOME,AIR CARE,05410076333028,0.02630,687.96,665.29,294
2024M02,HOME,AIR CARE,05410076362479,0.04180,1095.12,1059.05,468
2024M02,HOME,AIR CARE,05410076711680,0.08600,1042.56,1008.09,576
2024M02,HOME,AIR CARE,05413149006690,0.06100,2090.88,2021.88,976
2024M02,HOME,AIR CARE,08001090490605,0.47700,6868.80,6642.06,1908
2024M02,HOME,AIR CARE,08001090490650,0.45600,6624.00,6405.43,1824
2024M02,HOME,AIR CARE,08001090761989,0.34110,12538.80,12125.04,3411
2024M02,HOME,AIR CARE,08006540194065,0.10910,3648.00,3527.76,1600
2024M02,HOME,AIR CARE,08006540194102,0.13800,4705.92,4550.74,2024
2024M02,HOME,AIR CARE,08006540194140,0.20020,6694.08,6473.26,2936
2024M02,HOME,AIR CARE,08006540285411,0.21510,5707.26,5518.84,2151
2024M02,HOME,AIR CARE,08006540577073,0.44520,14446.74,13970.02,2226
2024M02,HOME,AIR CARE,08006540577103,0.58680,19041.66,18413.21,2934
2024M02,HOME,AIR CARE,08006540719817,-0.00100,-23.96,-23.17,-4
2024M02,HOME,AIR CARE,08006540946534,0.13580,4560.00,4409.63,1992
2024M02,HOME,AIR CARE,08700216045674,0.36810,13251.60,12814.31,3681
2024M02,HOME,AIR CARE,08700216046312,0.11950,3994.56,3862.86,1752
2024M03,HOME,AIR CARE,04015600435318,0.12420,3365.82,3254.65,1242
2024M03,HOME,AIR CARE,04015600435509,0.10890,2951.19,2853.78,1089
2024M03,HOME,AIR CARE,04015600435653,0.35100,9512.10,9198.09,3510
2024M03,HOME,AIR CARE,04015600450311,0.33570,12085.20,11686.36,3357
2024M03,HOME,AIR CARE,04015600450601,0.12420,4471.20,4323.68,1242
2024M03,HOME,AIR CARE,04015600451332,0.02000,479.20,463.40,80
2024M03,HOME,AIR CARE,04015600514969,0.06850,1097.01,1060.64,459
2024M03,HOME,AIR CARE,04084500905795,0.00150,27.00,26.10,6
2024M03,HOME,AIR CARE,04084500939189,0.18090,6512.40,6297.51,1809
2024M03,HOME,AIR CARE,04084500939219,0.16290,5864.40,5670.85,1629
2024M03,HOME,AIR CARE,05410076326341,0.13500,3658.50,3537.73,1350
2024M03,HOME,AIR CARE,05410076333028,0.01290,336.96,325.88,144
2024M03,HOME,AIR CARE,05410076362479,0.01980,519.48,502.36,222
2024M03,HOME,AIR CARE,05410076711680,0.04480,543.00,525.01,300
2024M03,HOME,AIR CARE,05413149006690,0.04600,1590.00,1537.55,736
2024M03,HOME,AIR CARE,08001090490605,0.36600,5270.40,5096.45,1464
2024M03,HOME,AIR CARE,08001090490650,0.38500,5544.00,5361.02,1540
2024M03,HOME,AIR CARE,08001090761989,0.19980,7192.80,6955.40,1998
2024M03,HOME,AIR CARE,08006540194065,0.06600,2207.04,2134.32,968
2024M03,HOME,AIR CARE,08006540194102,0.09220,3082.56,2980.95,1352
2024M03,HOME,AIR CARE,08006540194140,0.14240,4760.64,4603.60,2088
2024M03,HOME,AIR CARE,08006540285411,0.25740,6975.54,6745.24,2574
2024M03,HOME,AIR CARE,08006540577073,0.21360,6931.32,6702.66,1068
2024M03,HOME,AIR CARE,08006540577103,0.60360,19586.82,18940.44,3018
2024M03,HOME,AIR CARE,08006540946534,0.09870,3301.44,3192.61,1448
2024M03,HOME,AIR CARE,08700216045674,0.28710,10335.60,9994.49,2871
2024M03,HOME,AIR CARE,08700216046312,0.08240,2754.24,2663.52,1208
2024M03,HOME,AIR CARE,08700216448161,0.31500,11340.00,10965.79,3150
2024M03,HOME,AIR CARE,08700216448178,0.17570,5873.28,5679.53,2576
2024M01,PERSONAL CARE,APDO & BODY SPRAY,04015600810849,0.11140,3571.92,2632.36,984
2024M01,PERSONAL CARE,APDO & BODY SPRAY,04084500488465,0.10980,4153.32,3073.53,1494
2024M01,PERSONAL CARE,APDO & BODY SPRAY,05000174003413,0.04280,1617.96,1197.30,582
2024M01,PERSONAL CARE,APDO & BODY SPRAY,05000174003451,0.09750,3686.28,2727.92,1326
2024M01,PERSONAL CARE,APDO & BODY SPRAY,07702018978106,0.09650,3092.76,2990.60,852
2024M01,PERSONAL CARE,APDO & BODY SPRAY,07702018978120,0.10670,3419.46,3306.58,942
2024M01,PERSONAL CARE,APDO & BODY SPRAY,08001090970497,0.23550,8907.12,6591.46,3204
2024M01,PERSONAL CARE,APDO & BODY SPRAY,08001841283944,0.08510,3219.24,2382.26,1158
2024M01,PERSONAL CARE,APDO & BODY SPRAY,08006540424186,0.07630,2885.64,2135.44,1038
2024M01,PERSONAL CARE,APDO & BODY SPRAY,08006540442364,0.06220,2360.34,1746.74,846
2024M01,PERSONAL CARE,APDO & BODY SPRAY,08006540786116,0.09740,3521.76,2606.31,1104
2024M01,PERSONAL CARE,APDO & BODY SPRAY,08006540786307,0.02960,1071.84,793.31,336
2024M01,PERSONAL CARE,APDO & BODY SPRAY,08006540786451,0.05030,1818.30,1345.71,570
2024M01,PERSONAL CARE,APDO & BODY SPRAY,08006540796214,0.01430,516.78,382.44,162
2024M01,PERSONAL CARE,APDO & BODY SPRAY,08006540796269,0.05500,1990.56,1473.22,624
2024M01,PERSONAL CARE,APDO & BODY SPRAY,08700216130424,0.01460,552.42,408.86,198
2024M01,PERSONAL CARE,APDO & BODY SPRAY,08700216133005,0.00580,210.54,155.87,66
2024M02,PERSONAL CARE,APDO & BODY SPRAY,04015600810849,0.11480,3680.82,2712.61,1014
2024M02,PERSONAL CARE,APDO & BODY SPRAY,04084500488465,0.13010,4934.34,3651.48,1770
2024M02,PERSONAL CARE,APDO & BODY SPRAY,05000174003413,0.04670,1772.76,1311.93,636
2024M02,PERSONAL CARE,APDO & BODY SPRAY,05000174003451,0.12080,4582.50,3391.14,1644
2024M02,PERSONAL CARE,APDO & BODY SPRAY,07702018978106,0.09170,2940.30,2843.18,810
2024M02,PERSONAL CARE,APDO & BODY SPRAY,07702018978120,0.10460,3354.12,3243.35,924
2024M02,PERSONAL CARE,APDO & BODY SPRAY,08001090970497,0.59890,22004.94,19502.04,8148
2024M02,PERSONAL CARE,APDO & BODY SPRAY,08001841283944,0.08780,3328.14,2462.98,1194
2024M02,PERSONAL CARE,APDO & BODY SPRAY,08006540424186,0.07320,2775.84,2054.23,996
2024M02,PERSONAL CARE,APDO & BODY SPRAY,08006540442364,0.05950,2394.54,1772.04,810
2024M02,PERSONAL CARE,APDO & BODY SPRAY,08006540786116,0.09420,3406.92,2521.30,1068
2024M02,PERSONAL CARE,APDO & BODY SPRAY,08006540786307,0.03650,1320.66,977.45,414
2024M02,PERSONAL CARE,APDO & BODY SPRAY,08006540786451,0.03860,1397.22,1034.16,438
2024M02,PERSONAL CARE,APDO & BODY SPRAY,08006540796214,0.01430,516.78,382.51,162
2024M02,PERSONAL CARE,APDO & BODY SPRAY,08006540796269,0.04600,1665.18,1232.39,522
2024M02,PERSONAL CARE,APDO & BODY SPRAY,08700216130424,0.01230,468.72,346.92,168
2024M02,PERSONAL CARE,APDO & BODY SPRAY,08700216133005,0.00630,229.68,170.03,72
2024M03,PERSONAL CARE,APDO & BODY SPRAY,04015600810849,0.07200,2308.68,1701.39,636
2024M03,PERSONAL CARE,APDO & BODY SPRAY,04084500488465,0.03440,1088.10,805.19,468
2024M03,PERSONAL CARE,APDO & BODY SPRAY,05000174003413,0.00310,100.44,74.34,42
2024M03,PERSONAL CARE,APDO & BODY SPRAY,05000174003451,0.02690,853.74,631.78,366
2024M03,PERSONAL CARE,APDO & BODY SPRAY,07702018978106,0.06450,2069.10,2000.74,570
2024M03,PERSONAL CARE,APDO & BODY SPRAY,07702018978120,0.07340,2352.24,2274.53,648
2024M03,PERSONAL CARE,APDO & BODY SPRAY,08001090970497,0.20570,5846.28,5490.96,2799
2024M03,PERSONAL CARE,APDO & BODY SPRAY,08001841283944,0.00490,150.66,111.49,66
2024M03,PERSONAL CARE,APDO & BODY SPRAY,08006540424186,0.00970,334.80,247.75,132
2024M03,PERSONAL CARE,APDO & BODY SPRAY,08006540442364,-0.00040,-18.78,-13.90,-6
2024M03,PERSONAL CARE,APDO & BODY SPRAY,08006540786116,0.30220,10928.94,8087.45,3426
2024M03,PERSONAL CARE,APDO & BODY SPRAY,08006540786307,0.07250,2622.18,1940.59,822
2024M03,PERSONAL CARE,APDO & BODY SPRAY,08006540786451,0.08040,2890.14,2138.84,912
2024M03,PERSONAL CARE,APDO & BODY SPRAY,08006540796214,0.03760,1339.80,991.57,426
2024M03,PERSONAL CARE,APDO & BODY SPRAY,08006540796269,0.10480,3789.72,2804.55,1188
2024M03,PERSONAL CARE,APDO & BODY SPRAY,08700216130424,0.00260,33.48,24.78,36
2024M03,PERSONAL CARE,APDO & BODY SPRAY,08700216133005,0.02010,727.32,538.34,228
2024M01,HAIR,AUSSIE,04084500654860,0.03430,1043.70,1009.27,294
2024M01,HAIR,AUSSIE,08001090642882,0.02260,1044.90,1010.45,258
2024M01,HAIR,AUSSIE,08001090643773,0.01680,777.60,751.98,192
2024M01,HAIR,AUSSIE,08001841396798,0.05110,1554.90,1503.64,438
2024M01,HAIR,AUSSIE,08006540953952,0.15470,4707.30,4551.98,1326
2024M01,HAIR,AUSSIE,08006540970348,0.20480,9184.50,8881.33,1170
2024M01,HAIR,AUSSIE,08006540970386,0.13440,6220.80,6015.52,1536
2024M01,HAIR,AUSSIE,08700216185301,0.13510,4110.90,3975.23,1158
2024M01,HAIR,AUSSIE,08700216185332,0.07440,3766.50,3642.25,930
2024M01,HAIR,AUSSIE,08700216185356,0.06830,3159.00,3054.77,780
2024M01,HAIR,AUSSIE,08700216238830,0.27410,12293.10,11887.35,1566
2024M02,HAIR,AUSSIE,04084500654860,0.04340,1320.60,1276.99,372
2024M02,HAIR,AUSSIE,08001090642882,0.03150,1458.00,1409.98,360
2024M02,HAIR,AUSSIE,08001090643773,0.02360,1093.50,1057.45,270
2024M02,HAIR,AUSSIE,08001841396798,0.04200,1278.00,1235.83,360
2024M02,HAIR,AUSSIE,08006540953952,0.39070,11885.40,11493.18,3348
2024M02,HAIR,AUSSIE,08006540970348,0.06830,3061.50,2960.41,390
2024M02,HAIR,AUSSIE,08006540970386,0.24780,11469.60,11091.10,2832
2024M02,HAIR,AUSSIE,08700216185301,0.03570,1086.30,1050.47,306
2024M02,HAIR,AUSSIE,08700216185332,0.02400,1215.00,1174.98,300
2024M02,HAIR,AUSSIE,08700216185356,0.02210,1020.60,986.94,252
2024M02,HAIR,AUSSIE,08700216238830,0.28670,12858.30,12433.96,1638
2024M03,HAIR,AUSSIE,04084500654860,0.02800,852.00,823.90,240
2024M03,HAIR,AUSSIE,08001090642882,0.01000,461.70,446.50,114
2024M03,HAIR,AUSSIE,08001090643773,0.00840,388.80,376.00,96
2024M03,HAIR,AUSSIE,08001841396798,0.01680,511.20,494.34,144
2024M03,HAIR,AUSSIE,08006540953952,0.00980,298.20,288.37,84
2024M03,HAIR,AUSSIE,08006540970348,0.01470,659.40,637.57,84
2024M03,HAIR,AUSSIE,08006540970386,0.00370,170.10,164.50,42
2024M03,HAIR,AUSSIE,08700216185301,0.01960,596.40,576.74,168
2024M03,HAIR,AUSSIE,08700216185332,0.01200,607.50,587.49,150
2024M03,HAIR,AUSSIE,08700216185356,0.00840,388.80,376.00,96
2024M03,HAIR,AUSSIE,08700216238830,0.04310,1884.00,1821.83,246
2024M01,BABY,BABY WIPES,08001090134226,0.98190,13210.20,12655.44,10740
2024M01,BABY,BABY WIPES,08001090134257,0.51020,6500.70,6227.55,1395
2024M01,BABY,BABY WIPES,08001090134288,6.71540,86231.85,82606.87,12242
2024M01,BABY,BABY WIPES,08001090139504,4.81430,46803.03,44837.05,62406
2024M01,BABY,BABY WIPES,08001841115498,0.52030,16769.48,16065.16,7588
2024M01,BABY,BABY WIPES,08001841115528,6.29120,191136.03,183107.90,30582
2024M01,BABY,BABY WIPES,08001841115542,0.30860,7645.00,7323.79,500
2024M01,BABY,BABY WIPES,08006540836224,0.17180,5538.26,5305.61,2506
2024M01,BABY,BABY WIPES,08006540836255,0.26660,8100.00,7759.44,1296
2024M01,BABY,BABY WIPES,08410108122498,1.03220,24708.40,23670.69,2230
2024M01,BABY,BABY WIPES,08410108122535,0.37030,8963.99,8587.57,1200
2024M01,BABY,BABY WIPES,08410108123402,0.64680,15763.80,15101.61,8385
2024M01,BABY,BABY WIPES,08700216001274,0.21640,6422.46,6152.56,526
2024M02,BABY,BABY WIPES,08001090134226,0.78990,10627.20,10180.84,8640
2024M02,BABY,BABY WIPES,08001090134257,0.57930,7381.44,7071.30,1584
2024M02,BABY,BABY WIPES,08001090134288,7.53160,95948.84,91918.77,13730
2024M02,BABY,BABY WIPES,08001090139504,3.85340,37462.50,35888.87,49950
2024M02,BABY,BABY WIPES,08001841115498,0.04320,1392.30,1333.83,630
2024M02,BABY,BABY WIPES,08001841115528,2.54510,77221.20,73973.24,12372
2024M02,BABY,BABY WIPES,08001841115542,0.23760,5886.65,5639.35,385
2024M02,BABY,BABY WIPES,08006540836224,0.23620,7611.24,7291.54,3444
2024M02,BABY,BABY WIPES,08006540836255,7.67000,233025.00,223237.58,37284
2024M02,BABY,BABY WIPES,08410108122498,0.21940,5251.92,5031.32,474
2024M02,BABY,BABY WIPES,08410108122535,2.67530,64764.38,62044.29,8670
2024M02,BABY,BABY WIPES,08410108123402,0.43740,10659.60,10211.82,5670
2024M02,BABY,BABY WIPES,08700216001274,0.18270,5421.24,5193.45,444
2024M02,BABY,BABY WIPES,08700216238663,0.08740,2926.00,2803.12,1330
2024M02,BABY,BABY WIPES,08700216303774,0.58040,19237.50,18429.43,3078
2024M03,BABY,BABY WIPES,08001090134226,0.78580,10571.85,10127.80,8595
2024M03,BABY,BABY WIPES,08001090134257,0.48050,6123.24,5865.96,1314
2024M03,BABY,BABY WIPES,08001090134288,5.37580,69936.00,66998.64,9800
2024M03,BABY,BABY WIPES,08001090139504,3.34650,32535.00,31168.34,43380
2024M03,BABY,BABY WIPES,08001841115528,0.41720,12674.91,12142.33,2028
2024M03,BABY,BABY WIPES,08001841115542,0.00000,0.00,0.00,0
2024M03,BABY,BABY WIPES,08006540836224,0.36480,11757.20,11263.35,5320
2024M03,BABY,BABY WIPES,08006540836255,4.33000,131226.33,125700.87,21048
2024M03,BABY,BABY WIPES,08410108122498,0.19720,4720.08,4521.82,426
2024M03,BABY,BABY WIPES,08410108122535,1.18400,28625.58,27421.83,3837
2024M03,BABY,BABY WIPES,08410108123402,0.38990,9503.40,9104.25,5055
2024M03,BABY,BABY WIPES,08700216001274,0.33740,10012.20,9591.53,820
2024M03,BABY,BABY WIPES,08700216238663,0.00180,61.60,59.02,28
2024M03,BABY,BABY WIPES,08700216303767,0.62690,19875.00,19040.02,3180
2024M03,BABY,BABY WIPES,08700216303774,0.35980,11922.90,11421.76,1908
2024M01,HOME,CLEANING PRODUCTS,05410076681525,0.94600,27774.90,26858.27,10188
2024M01,HOME,CLEANING PRODUCTS,05413149119895,0.79230,19891.80,19235.34,7395
2024M01,HOME,CLEANING PRODUCTS,05413149141056,0.19730,5309.64,5134.37,3552
2024M01,HOME,CLEANING PRODUCTS,05413149440234,1.40600,37367.80,36134.56,14060
2024M01,HOME,CLEANING PRODUCTS,08001090501165,2.85820,72414.00,70024.38,26676
2024M01,HOME,CLEANING PRODUCTS,08001090501233,2.72030,69195.86,66910.41,25389
2024M01,HOME,CLEANING PRODUCTS,08001090501288,1.37510,34919.10,33766.75,12834
2024M01,HOME,CLEANING PRODUCTS,08006540162767,0.56950,18250.80,17648.50,7910
2024M01,HOME,CLEANING PRODUCTS,08006540162859,0.06550,2115.00,2045.02,910
2024M01,HOME,CLEANING PRODUCTS,08006540206430,0.12870,2519.68,2436.36,1984
2024M01,HOME,CLEANING PRODUCTS,08006540576793,1.16940,28463.28,27523.97,6064
2024M01,HOME,CLEANING PRODUCTS,08006540726167,0.32320,9261.60,8955.92,4040
2024M02,HOME,CLEANING PRODUCTS,05410076681525,0.67940,19755.90,19103.89,7317
2024M02,HOME,CLEANING PRODUCTS,05413149119895,0.42270,10138.65,9803.99,3945
2024M02,HOME,CLEANING PRODUCTS,05413149141056,0.11070,2928.24,2831.51,1992
2024M02,HOME,CLEANING PRODUCTS,05413149440234,1.12300,28861.10,27908.65,11230
2024M02,HOME,CLEANING PRODUCTS,08001090501165,2.16200,54480.60,52682.74,20178
2024M02,HOME,CLEANING PRODUCTS,08001090501233,1.89580,47725.20,46150.22,17694
2024M02,HOME,CLEANING PRODUCTS,08001090501288,0.95950,24178.50,23380.54,8955
2024M02,HOME,CLEANING PRODUCTS,08006540162767,0.21100,6651.10,6431.63,2930
2024M02,HOME,CLEANING PRODUCTS,08006540206430,0.00160,29.76,28.78,24
2024M02,HOME,CLEANING PRODUCTS,08006540576793,0.87480,21137.76,20440.23,4536
2024M02,HOME,CLEANING PRODUCTS,08006540726167,0.15440,4381.10,4236.50,1930
2024M03,HOME,CLEANING PRODUCTS,05410076681525,0.47550,13826.70,13370.43,5121
2024M03,HOME,CLEANING PRODUCTS,05413149119895,0.43070,10331.40,9990.42,4020
2024M03,HOME,CLEANING PRODUCTS,05413149141056,0.09470,2502.00,2419.32,1704
2024M03,HOME,CLEANING PRODUCTS,05413149440234,1.22800,31559.60,30518.12,12280
2024M03,HOME,CLEANING PRODUCTS,08001090501165,2.10220,52974.00,51225.86,19620
2024M03,HOME,CLEANING PRODUCTS,08001090501233,1.76850,44566.20,43095.48,16506
2024M03,HOME,CLEANING PRODUCTS,08001090501288,0.79840,20120.40,19456.43,7452
2024M03,HOME,CLEANING PRODUCTS,08006540162767,0.24260,7649.90,7397.38,3370
2024M03,HOME,CLEANING PRODUCTS,08006540576793,0.27150,6561.28,6344.70,1408
2024M03,HOME,CLEANING PRODUCTS,08006540726167,0.10880,3087.20,2985.33,1360
2024M03,HOME,CLEANING PRODUCTS,08700216416320,0.11960,3013.20,2913.76,1116
2024M01,HOME,CLEANING SYSTEMS,04084500980075,0.09180,1780.92,1722.13,459
2024M01,HOME,CLEANING SYSTEMS,04084500980150,0.09660,4198.32,4059.68,690
2024M01,HOME,CLEANING SYSTEMS,05413149049550,0.34240,10011.00,9680.61,2568
2024M01,HOME,CLEANING SYSTEMS,08001090630612,0.42770,10315.80,9975.20,954
2024M01,HOME,CLEANING SYSTEMS,08001841542867,0.08060,3621.00,3501.43,1008
2024M01,HOME,CLEANING SYSTEMS,08001841542898,0.08060,3034.08,2933.84,504
2024M01,HOME,CLEANING SYSTEMS,08001841935027,0.09600,2787.12,2694.99,480
2024M01,HOME,CLEANING SYSTEMS,08001841935119,0.18790,5601.90,5417.00,1566
2024M01,HOME,CLEANING SYSTEMS,08001841944920,0.22080,4903.92,4741.96,828
2024M02,HOME,CLEANING SYSTEMS,04084500980075,0.04500,873.00,844.20,225
2024M02,HOME,CLEANING SYSTEMS,04084500980150,0.02520,1058.40,1023.36,180
2024M02,HOME,CLEANING SYSTEMS,05413149049550,0.27200,7242.00,7002.95,2040
2024M02,HOME,CLEANING SYSTEMS,08001090630612,0.46270,10753.44,10398.36,1032
2024M02,HOME,CLEANING SYSTEMS,08001841542867,0.05180,2300.40,2224.42,648
2024M02,HOME,CLEANING SYSTEMS,08001841542898,0.05380,1975.68,1910.35,336
2024M02,HOME,CLEANING SYSTEMS,08001841935027,0.05880,1799.28,1739.74,294
2024M02,HOME,CLEANING SYSTEMS,08001841935119,0.22900,6879.90,6652.80,1908
2024M02,HOME,CLEANING SYSTEMS,08001841944920,0.13600,2998.80,2899.67,510
2024M03,HOME,CLEANING SYSTEMS,04084500980075,0.04140,803.16,776.67,207
2024M03,HOME,CLEANING SYSTEMS,04084500980150,0.01510,635.04,614.02,108
2024M03,HOME,CLEANING SYSTEMS,05413149049550,0.31040,8264.40,7991.62,2328
2024M03,HOME,CLEANING SYSTEMS,08001090630612,0.16680,3876.24,3748.19,372
2024M03,HOME,CLEANING SYSTEMS,08001841542867,0.04700,2087.40,2018.46,588
2024M03,HOME,CLEANING SYSTEMS,08001841542898,0.05470,2010.96,1944.48,342
2024M03,HOME,CLEANING SYSTEMS,08001841935027,0.04560,1340.64,1296.28,228
2024M03,HOME,CLEANING SYSTEMS,08001841935119,0.06980,2066.10,1997.91,582
2024M03,HOME,CLEANING SYSTEMS,08001841944920,0.12480,2751.84,2660.87,468
2024M01,ORAL,DENTAL FLOSS,04015600802592,0.11110,7339.92,7097.58,2856
2024M01,ORAL,DENTAL FLOSS,04103330017369,0.03760,3387.24,3285.64,1164
2024M01,ORAL,DENTAL FLOSS,04103330017468,0.08240,5957.64,5761.24,2964
2024M01,ORAL,DENTAL FLOSS,05010622005012,0.60920,22021.56,21294.90,10956
2024M02,ORAL,DENTAL FLOSS,04015600802592,0.05230,3454.08,3339.97,1344
2024M02,ORAL,DENTAL FLOSS,04103330017369,0.02560,2304.72,2235.55,792
2024M02,ORAL,DENTAL FLOSS,04103330017468,0.04600,3328.56,3218.93,1656
2024M02,ORAL,DENTAL FLOSS,05010622005012,0.38300,13844.88,13388.10,6888
